head,head_type,relation,tail,tail_type,evidence,source_doc_id,source_file,source_type,confidence
频繁的过性生活,Other,causes,影响到正常的性能力和生育能力,Other,"休息,保证充足睡眠,少吃辛辣的食物,这对于提高男性精子质量是有帮助的。频繁的过性生活,会造成睾丸功能出现问题,还会影响到正常的性能力和生育能力,性生活一定要适度。",Doc_train_0717_0063,train_0717,gold,1.0
特别烫的食物,Other,causes,刺激拔牙创,Other,"拔牙之后不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出",Doc_train_0717_0064,train_0717,gold,1.0
特别烫的食物,Other,causes,形成良好的血凝块脱落,Other,"拔牙之后不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况,容易导致拔牙后的术后感染,加重患者的痛苦。",Doc_train_0717_0064,train_0717,gold,1.0
刺激拔牙创,Other,causes,毛细血管的膨胀,Other,"不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况",Doc_train_0717_0064,train_0717,gold,1.0
毛细血管的膨胀,Other,causes,加重出血,Symptom,"主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况,容易导致拔牙",Doc_train_0717_0064,train_0717,gold,1.0
形成良好的血凝块脱落,Other,causes,出血,Symptom,"刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况,容易导致拔牙后的术后感染,加重患者的痛苦。",Doc_train_0717_0064,train_0717,gold,1.0
"特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血",Symptom,causes,拔牙后的术后感染,Disease,"拔牙之后不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况,容易导致拔牙后的术后感染,加重患者的痛苦。患者也不能够吃辛辣刺激性的食物,辛辣刺激性的食物容易",Doc_train_0717_0064,train_0717,gold,1.0
辛辣刺激性的食物,RiskFactor,causes,刺激拔牙创,Other,"拔牙之后不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出",Doc_train_0717_0064,train_0717,gold,1.0
拔牙过程中造成的溃疡,Other,causes,刺激拔牙创,Other,"不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况,容易导致拔牙后的术后感染,加重患者的痛苦。患者也不能够吃辛辣刺激性的食物,辛辣刺激性的食物容易刺激拔牙创,尤其是拔牙过程中造成的溃疡都容易导致刺激,使患者疼痛加剧,增加患者的痛苦。而且很容易导致拔牙创的",Doc_train_0717_0064,train_0717,gold,1.0
刺激拔牙创,Other,causes,疼痛加剧,Symptom,"不能吃的食物,主要是特别烫的食物和辛辣刺激性的食物,特别烫的食物很容易刺激拔牙创导致毛细血管的膨胀,从而加重出血,也容易使形成良好的血凝块脱落,导致出血。如果是这种情况,容易导致拔牙后的术后感染,加重患者的痛苦。患者也不能够吃辛辣刺激性的食物,辛辣刺激性的食物容易刺激拔牙创,尤其是拔牙过程中造成的溃疡都容易导致刺激,使患者疼痛加剧,增加患者的痛苦。而且很容易导致拔牙创的感染,如果出现感染,还需要再继",Doc_train_0717_0064,train_0717,gold,1.0
拔牙过程中造成的溃疡,Other,causes,拔牙创的感染,Disease,"患者也不能够吃辛辣刺激性的食物,辛辣刺激性的食物容易刺激拔牙创,尤其是拔牙过程中造成的溃疡都容易导致刺激,使患者疼痛加剧,增加患者的痛苦。而且很容易导致拔牙创的感染,如果出现感染,还需要再继续进行清创处理,也会增加患者的痛苦。",Doc_train_0717_0064,train_0717,gold,1.0
低血容性舒张压减低,Other,causes,舒张压减低,Other,"舒张压减低临床上常见于两种情况:第一种情况,低血容性舒张压减低,常见于脱水、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低",Doc_train_0717_0065,train_0717,gold,1.0
老年动脉硬化,PathologicalState,causes,舒张压减低,Other,"舒张压减低临床上常见于两种情况:第一种情况,低血容性舒张压减低,常见于脱水、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低,患者会存在明显的头晕、乏力等低灌注症状,需要及时进行血容量补充,避免出现低血容量性休克。第二种情况,常见于老年动脉硬化患者,舒张压的形成与血管收缩力度有关,老年性动脉硬化患者由于动脉弹性较",Doc_train_0717_0065,train_0717,gold,1.0
脱水,Other,causes,低血容性舒张压减低,Other,"舒张压减低临床上常见于两种情况:第一种情况,低血容性舒张压减低,常见于脱水、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低,患者会存在",Doc_train_0717_0065,train_0717,gold,1.0
大量失血,Other,causes,低血容性舒张压减低,Other,"舒张压减低临床上常见于两种情况:第一种情况,低血容性舒张压减低,常见于脱水、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低,患者会存在明显的头晕",Doc_train_0717_0065,train_0717,gold,1.0
低血容性舒张压减低,Other,causes,合并收缩压减低,Other,"舒张压减低临床上常见于两种情况:第一种情况,低血容性舒张压减低,常见于脱水、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低,患者会存在明显的头晕、乏力等低灌注症状,需要及时进行血容量补充,避免",Doc_train_0717_0065,train_0717,gold,1.0
合并收缩压减低,Other,causes,明显的头晕、乏力,Symptom,"容性舒张压减低,常见于脱水、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低,患者会存在明显的头晕、乏力等低灌注症状,需要及时进行血容量补充,避免出现低血容量性休克。第二种情",Doc_train_0717_0065,train_0717,gold,1.0
明显的头晕、乏力,Symptom,is_a,低灌注症状,MedicalCategory,"、大量失血等一过性因素所导致的症状,同时容易合并收缩压减低,患者会存在明显的头晕、乏力等低灌注症状,需要及时进行血容量补充,避免出现低血容量性休克。第二种情况,常见于老",Doc_train_0717_0065,train_0717,gold,1.0
老年性动脉硬化,PathologicalState,causes,动脉弹性较差,Other,"。第二种情况,常见于老年动脉硬化患者,舒张压的形成与血管收缩力度有关,老年性动脉硬化患者由于动脉弹性较差,弹性储备能力较弱,容易在心脏收缩之后,不能够起到比较强的延续效果,这",Doc_train_0717_0065,train_0717,gold,1.0
老年性动脉硬化,PathologicalState,causes,合并收缩压升高,Other,"。第二种情况,常见于老年动脉硬化患者,舒张压的形成与血管收缩力度有关,老年性动脉硬化患者由于动脉弹性较差,弹性储备能力较弱,容易在心脏收缩之后,不能够起到比较强的延续效果,这类患者同时容易合并收缩压升高。为了保证足够的供血,需要适当放宽收缩压的控制程度,需要维持在患者可以",Doc_train_0717_0065,train_0717,gold,1.0
动脉弹性较差,Other,causes,弹性储备能力较弱,Other,"年动脉硬化患者,舒张压的形成与血管收缩力度有关,老年性动脉硬化患者由于动脉弹性较差,弹性储备能力较弱,容易在心脏收缩之后,不能够起到比较强的延续效果,这类患者同时容易合并",Doc_train_0717_0065,train_0717,gold,1.0
弹性储备能力较弱,Other,causes,"在心脏收缩之后,不能够起到比较强的延续效果",AnatomicalSite,",舒张压的形成与血管收缩力度有关,老年性动脉硬化患者由于动脉弹性较差,弹性储备能力较弱,容易在心脏收缩之后,不能够起到比较强的延续效果,这类患者同时容易合并收缩压升高。为了保证足够的供血,需要适当放宽收缩",Doc_train_0717_0065,train_0717,gold,1.0
"婴儿口腔比较浅,唾液腺开始发育,唾液分泌增多",Symptom,causes,口水流出来,Other,"五个月宝宝流口水的原因有生理性的和病理性的,生理性流口水认为婴儿口腔比较浅,唾液腺开始发育,唾液分泌增多时就会出现口水流出来的情况。这也和宝宝吞咽功能发育不完善有关系,有的宝宝这个月龄也会长牙,",Doc_train_0717_0066,train_0717,gold,1.0
吞咽功能发育不完善,PathologicalState,causes,口水增多,Symptom,"浅,唾液腺开始发育,唾液分泌增多时就会出现口水流出来的情况。这也和宝宝吞咽功能发育不完善有关系,有的宝宝这个月龄也会长牙,长牙也会引起口水增多。上述情况家长们就不需要过度担心了,只需要及时擦拭口水,保持口唇干爽、",Doc_train_0717_0066,train_0717,gold,1.0
口腔疱疹,AnatomicalSite,is_a,口腔疾病,MedicalCategory,"了,只需要及时擦拭口水,保持口唇干爽、清洁就可以。病理的情况一般出现在口腔疾病中,比如口腔疱疹等,要注意观察宝宝口腔里面有没有溃疡、疱疹,或者在吃奶时会不会出现拒奶",Doc_train_0717_0066,train_0717,gold,1.0
长牙,Other,causes,口水增多,Symptom,"流出来的情况。这也和宝宝吞咽功能发育不完善有关系,有的宝宝这个月龄也会长牙,长牙也会引起口水增多。上述情况家长们就不需要过度担心了,只需要及时擦拭口水,保持口唇干爽、",Doc_train_0717_0066,train_0717,gold,1.0
清宫不干净,Other,causes,剧烈腹痛,Symptom,":一、清宫后阴道出血时间一般在10天左右,并且只有略微的腹痛现象。如果清宫后阴道出血超过2周,出现剧烈腹痛、发热等异常的情况,考虑是清宫不干净。二、清宫后可经过b超的方式观察子宫内是否有异物,从而来确定清宫是否干",Doc_train_0717_0067,train_0717,gold,1.0
清宫后阴道出血超过2周,Symptom,condition_of,清宫不干净,Other,":一、清宫后阴道出血时间一般在10天左右,并且只有略微的腹痛现象。如果清宫后阴道出血超过2周,出现剧烈腹痛、发热等异常的情况,考虑是清宫不干净。二、清宫后可经过b超的方式观察子宫内是否有异物,从而来确定清宫是否干",Doc_train_0717_0067,train_0717,gold,1.0
清宫不干净,Other,causes,发热,Symptom,":一、清宫后阴道出血时间一般在10天左右,并且只有略微的腹痛现象。如果清宫后阴道出血超过2周,出现剧烈腹痛、发热等异常的情况,考虑是清宫不干净。二、清宫后可经过b超的方式观察子宫内是否有异物,从而来确定清宫是否干",Doc_train_0717_0067,train_0717,gold,1.0
药物流产,Treatment,causes,流产不全,Other,"、清宫后可经过b超的方式观察子宫内是否有异物,从而来确定清宫是否干净。药物流产成功率较低,且很容易出现流产不全的现象,早孕女性还需要再接受清宫治疗,现在有无痛人流方法,一次性的终止",Doc_train_0717_0067,train_0717,gold,1.0
清宫,Other,causes,阴道出血时间一般在10天左右,Symptom,"清宫后确定干净的方法主要有两种:一、清宫后阴道出血时间一般在10天左右,并且只有略微的腹痛现象。如果清宫后阴道出血超过2周,出现剧烈腹痛、发",Doc_train_0717_0067,train_0717,gold,1.0
清宫,Other,causes,略微的腹痛,Symptom,"清宫后确定干净的方法主要有两种:一、清宫后阴道出血时间一般在10天左右,并且只有略微的腹痛现象。如果清宫后阴道出血超过2周,出现剧烈腹痛、发热等异常的情况,考虑",Doc_train_0717_0067,train_0717,gold,1.0
怀孕,Other,causes,恶心,Symptom,"女性在怀孕后的第一个月,特别能吃、食量增多是一种正常的现象,由于女性在怀孕后可能会出现恶心、呕吐等食欲不振的现象,也有少部分女性对怀孕后激素水平升高不明显。由于",Doc_train_0717_0068,train_0717,gold,1.0
怀孕,Other,causes,呕吐,Symptom,"女性在怀孕后的第一个月,特别能吃、食量增多是一种正常的现象,由于女性在怀孕后可能会出现恶心、呕吐等食欲不振的现象,也有少部分女性对怀孕后激素水平升高不明显。由于代谢旺",Doc_train_0717_0068,train_0717,gold,1.0
怀孕,Other,causes,食欲不振,Other,"女性在怀孕后的第一个月,特别能吃、食量增多是一种正常的现象,由于女性在怀孕后可能会出现恶心、呕吐等食欲不振的现象,也有少部分女性对怀孕后激素水平升高不明显。由于代谢旺盛、胚胎的",Doc_train_0717_0068,train_0717,gold,1.0
代谢旺盛,Other,causes,食欲好,Other,"、呕吐等食欲不振的现象,也有少部分女性对怀孕后激素水平升高不明显。由于代谢旺盛、胚胎的着床生长发育也会出现食欲好,是不要紧的,可以适量的食用食物,不要食用过多的食物以免出现营养过剩,",Doc_train_0717_0068,train_0717,gold,1.0
胚胎的着床生长发育,Other,causes,食欲好,Other,"欲不振的现象,也有少部分女性对怀孕后激素水平升高不明显。由于代谢旺盛、胚胎的着床生长发育也会出现食欲好,是不要紧的,可以适量的食用食物,不要食用过多的食物以免出现营养过剩,",Doc_train_0717_0068,train_0717,gold,1.0
食用过多的食物,Other,causes,营养过剩,Treatment,"胚胎的着床生长发育也会出现食欲好,是不要紧的,可以适量的食用食物,不要食用过多的食物以免出现营养过剩,从而加重后期妊娠期合并症的情况发生。如果是女性吃的特别多,注意是否有",Doc_train_0717_0068,train_0717,gold,1.0
营养过剩,Treatment,causes,加重后期妊娠期合并症,Disease,"出现食欲好,是不要紧的,可以适量的食用食物,不要食用过多的食物以免出现营养过剩,从而加重后期妊娠期合并症的情况发生。如果是女性吃的特别多,注意是否有妊娠期糖尿病或者甲状腺功能",Doc_train_0717_0068,train_0717,gold,1.0
妊娠期糖尿病,Disease,causes,吃的特别多,Other,"的食物以免出现营养过剩,从而加重后期妊娠期合并症的情况发生。如果是女性吃的特别多,注意是否有妊娠期糖尿病或者甲状腺功能亢进的情况发生,在怀孕后的第一个月,女性也要注意观察血h",Doc_train_0717_0068,train_0717,gold,1.0
甲状腺功能亢进,PathologicalState,causes,吃的特别多,Other,"的食物以免出现营养过剩,从而加重后期妊娠期合并症的情况发生。如果是女性吃的特别多,注意是否有妊娠期糖尿病或者甲状腺功能亢进的情况发生,在怀孕后的第一个月,女性也要注意观察血hcg和孕酮的水平是",Doc_train_0717_0068,train_0717,gold,1.0
感染细菌,Disease,causes,肺部组织急性炎症,Disease,"菌性肺炎不是传染性疾病,不具有传染性或者传染性非常低。细菌性肺炎是由于感染细菌所引起来的肺部组织急性炎症,包括感染肺炎链球菌、肺炎克雷伯杆菌、金黄色葡萄球菌等等,以上细菌性肺",Doc_train_0717_0069,train_0717,gold,1.0
感染肺炎链球菌,Disease,causes,细菌性肺炎,Disease,"细菌性肺炎不会传染家人,因为细菌性肺炎不是传染性疾病,不具有传染性或者传染性非常低。细菌性肺炎是由于感染细菌所引起来的肺部组织急性炎症,包括感染肺炎链球菌、肺炎克雷伯杆菌、金黄色葡萄球菌等等,以上细菌性肺炎本身不具有传染性,",Doc_train_0717_0069,train_0717,gold,1.0
肺炎克雷伯杆菌,Disease,causes,细菌性肺炎,Disease,"细菌性肺炎不会传染家人,因为细菌性肺炎不是传染性疾病,不具有传染性或者传染性非常低。细菌性肺炎是由于感染细菌所引起来的肺部组织急性炎症,包括感染肺炎链球菌、肺炎克雷伯杆菌、金黄色葡萄球菌等等,以上细菌性肺炎本身不具有传染性,对于正常人群,接",Doc_train_0717_0069,train_0717,gold,1.0
金黄色葡萄球菌,Other,causes,细菌性肺炎,Disease,"细菌性肺炎不会传染家人,因为细菌性肺炎不是传染性疾病,不具有传染性或者传染性非常低。细菌性肺炎是由于感染细菌所引起来的肺部组织急性炎症,包括感染肺炎链球菌、肺炎克雷伯杆菌、金黄色葡萄球菌等等,以上细菌性肺炎本身不具有传染性,对于正常人群,接触细菌性肺炎病人",Doc_train_0717_0069,train_0717,gold,1.0
细菌性肺炎,Disease,causes,交叉感染,Disease,"细菌性肺炎不会传染家人,因为细菌性肺炎不是传染性疾病,不具有传染性或者传染性非常低。细菌性肺炎是由于感染细菌所引起来的肺部组织急性炎症,包括感染肺炎链球菌、肺炎克雷伯杆菌、金黄色葡萄球菌等等,以上细菌性肺炎本身不具有传染性,对于正常人群,接触细菌性肺炎病人并不会发生传染。但如果本身抵抗力低下,比如有hiv感染或者长期使用激素、有糖尿病的病人,接触了细菌性肺炎有可能会引起一定交叉感染。因此,上述病人需要加以注意和重视,尽量避免近距离接触。",Doc_train_0717_0069,train_0717,gold,1.0
本身抵抗力低下,RiskFactor,condition_of,细菌性肺炎,Disease,"细菌性肺炎不会传染家人,因为细菌性肺炎不是传染性疾病,不具有传染性或者传染性非常低。细菌性肺炎是由于感染细菌所引起来的肺部组织急性炎症,包括感染肺炎链球菌、肺炎克雷伯杆菌、金黄色葡萄球菌等等,以上细菌性肺炎本身不具有传染性,对于正常人群,接触细菌性肺炎病人并不会发生传染。但如果本身抵抗力低下,比如有hiv感染或者长期使用激素、有糖尿病的病人,接触了细菌性肺炎有可能会引起一定交叉感染。因此,上述病人需要加以注意和重视,尽量避免近距离接触。",Doc_train_0717_0069,train_0717,gold,1.0
晕车,Other,causes,突然间恶心、想吐、头晕、虚汗、浑身无力,ClinicalSign,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这",Doc_train_0717_0070,train_0717,gold,1.0
乘坐交通工具,Other,condition_of,晕车,Other,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这",Doc_train_0717_0070,train_0717,gold,1.0
晕船的反应,Other,causes,突然间恶心、想吐、头晕、虚汗、浑身无力,ClinicalSign,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考",Doc_train_0717_0070,train_0717,gold,1.0
乘坐交通工具,Other,condition_of,晕船的反应,Other,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考",Doc_train_0717_0070,train_0717,gold,1.0
晕车,Other,causes,腹部的饱胀不适,AnatomicalSite,"者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管",Doc_train_0717_0070,train_0717,gold,1.0
晕船的反应,Other,causes,腹部的饱胀不适,AnatomicalSite,"者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管",Doc_train_0717_0070,train_0717,gold,1.0
脑血管疾病,Disease,causes,突然间恶心、想吐、头晕、虚汗、浑身无力,ClinicalSign,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈",Doc_train_0717_0070,train_0717,gold,1.0
老年人,Other,condition_of,脑血管疾病,Disease,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈",Doc_train_0717_0070,train_0717,gold,1.0
颈椎问题,Other,causes,突然间恶心、想吐、头晕、虚汗、浑身无力,ClinicalSign,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈椎病问题相关,当患者伴有头颈不舒服的时候,要考虑颈椎问题。第三方面,突然头晕、恶心、想吐、冒虚汗、浑身无力,还要考虑是低血糖的",Doc_train_0717_0070,train_0717,gold,1.0
头颈不舒服,Other,condition_of,颈椎问题,Other,"能够导致突然间恶心、想吐、头晕、虚汗、浑身无力的症状,原因有很多,要结合患者发病的原因,以及基础疾病的检查来判断,具体如下:第一方面,患者如果是乘坐交通工具的情况下,突然间出现上述症状,可能是发生晕车、晕船的反应,患者同时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈椎病问题相关,当患者伴有头颈不舒服的时候,要考虑颈椎问题。第三方面,突然头晕、恶心、想吐、冒虚汗、浑身无力,还要考虑是低血糖的",Doc_train_0717_0070,train_0717,gold,1.0
脑血管痉挛,AnatomicalSite,is_a,脑血管疾病,MedicalCategory,"时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈椎病问题相关,当",Doc_train_0717_0070,train_0717,gold,1.0
脑供血不足,AnatomicalSite,is_a,脑血管疾病,MedicalCategory,"时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈椎病问题相关,当患者伴有头颈",Doc_train_0717_0070,train_0717,gold,1.0
高血压,TestResult,is_a,脑血管疾病,MedicalCategory,"时可能有腹部的饱胀不适。第二方面,一些老年人出现这种情况,要考虑可能是脑血管疾病,比如脑血管痉挛、脑供血不足,或者高血压的血压波动引起的。也有可能与颈椎病问题相关,当患者伴有头颈不舒服的时候",Doc_train_0717_0070,train_0717,gold,1.0
低血糖,Other,causes,突然头晕、恶心、想吐、冒虚汗、浑身无力,ClinicalSign,"颈椎病问题相关,当患者伴有头颈不舒服的时候,要考虑颈椎问题。第三方面,突然头晕、恶心、想吐、冒虚汗、浑身无力,还要考虑是低血糖的反应,如果进食后能够好转,可以考虑是低血糖的表现。",Doc_train_0717_0070,train_0717,gold,1.0
进食后能够好转,Other,condition_of,低血糖,Other,"颈椎病问题相关,当患者伴有头颈不舒服的时候,要考虑颈椎问题。第三方面,突然头晕、恶心、想吐、冒虚汗、浑身无力,还要考虑是低血糖的反应,如果进食后能够好转,可以考虑是低血糖的表现。",Doc_train_0717_0070,train_0717,gold,1.0
典型的新冠肺炎,Disease,causes,发热,Symptom,"典型的新冠肺炎是发热、咳嗽,还有浑身的酸痛、乏力,以及严重的时候可以出现呼吸困难。咳嗽不发",Doc_train_0717_0071,train_0717,gold,1.0
典型的新冠肺炎,Disease,causes,咳嗽,Symptom,"典型的新冠肺炎是发热、咳嗽,还有浑身的酸痛、乏力,以及严重的时候可以出现呼吸困难。咳嗽不发热是不",Doc_train_0717_0071,train_0717,gold,1.0
典型的新冠肺炎,Disease,causes,浑身的酸痛、乏力,Symptom,"典型的新冠肺炎是发热、咳嗽,还有浑身的酸痛、乏力,以及严重的时候可以出现呼吸困难。咳嗽不发热是不考虑新冠肺炎的,随着新",Doc_train_0717_0071,train_0717,gold,1.0
典型的新冠肺炎,Disease,causes,呼吸困难,ClinicalSign,"典型的新冠肺炎是发热、咳嗽,还有浑身的酸痛、乏力,以及严重的时候可以出现呼吸困难。咳嗽不发热是不考虑新冠肺炎的,随着新冠肺炎的变异和传播,目前也出现了",Doc_train_0717_0071,train_0717,gold,1.0
猩红热,Other,causes,发热,Symptom,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色皮疹,疹退以后脱皮,此病多见于5-15岁的儿童",Doc_train_0717_0072,train_0717,gold,1.0
猩红热,Other,causes,咽颊炎,Disease,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色皮疹,疹退以后脱皮,此病多见于5-15岁的儿童。但是,",Doc_train_0717_0072,train_0717,gold,1.0
a组溶血性链球菌,Other,causes,猩红热,Other,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、",Doc_train_0717_0072,train_0717,gold,1.0
猩红热,Other,causes,全身弥漫性红色皮疹,Other,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色皮疹,疹退以后脱皮,此病多见于5-15岁的儿童。但是,细菌感染、呼吸道飞沫",Doc_train_0717_0072,train_0717,gold,1.0
猩红热,Other,causes,疹退以后脱皮,Other,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色皮疹,疹退以后脱皮,此病多见于5-15岁的儿童。但是,细菌感染、呼吸道飞沫传播,如果大人",Doc_train_0717_0072,train_0717,gold,1.0
大人抵抗力低,RiskFactor,causes,a组溶血性链球菌感染,Disease,"脱皮,此病多见于5-15岁的儿童。但是,细菌感染、呼吸道飞沫传播,如果大人抵抗力低或者是用抑制免疫的药物,也可以有a组溶血性链球菌感染,导致猩红热出现。得病期间要注意休息,保证充足的营养和热量,要注意口腔",Doc_train_0717_0072,train_0717,gold,1.0
用抑制免疫的药物,Treatment,causes,a组溶血性链球菌感染,Disease,"-15岁的儿童。但是,细菌感染、呼吸道飞沫传播,如果大人抵抗力低或者是用抑制免疫的药物,也可以有a组溶血性链球菌感染,导致猩红热出现。得病期间要注意休息,保证充足的营养和热量,要注意口腔",Doc_train_0717_0072,train_0717,gold,1.0
a组溶血性链球菌感染,Disease,causes,猩红热,Other,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色皮疹,疹退以后脱皮,此病多见于5-15岁的儿童。但是,细菌感染、呼吸道飞沫传播,如果大人抵抗力低或者是用抑制免疫的药物,也可以有a组溶血性链球菌感染,导致猩红热出现。得病期间要注意休息,保证充足的营养和热量,要注意口腔",Doc_train_0717_0072,train_0717,gold,1.0
猩红热,Other,is_a,急性呼吸道传染病,MedicalCategory,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色",Doc_train_0717_0072,train_0717,gold,1.0
猩红热,Other,is_a,乙类传染病,MedicalCategory,"猩红热是由a组溶血性链球菌所致的急性呼吸道传染病,属于乙类传染病,呼吸道传播,其临床特点为发热、咽颊炎、全身弥漫性红色皮疹,疹退以后脱",Doc_train_0717_0072,train_0717,gold,1.0
