event_id,cause,effect,condition,evidence,source_doc_id,source_file,source_type,confidence
Event_c3a29fc3edee,加强锻炼,肌肉筋膜损伤,"肌肉已经达到了一定的强度限制,超过了基本承受能力","肌肉酸痛提示肌肉已经达到了一定的强度限制,超过了基本承受能力,建议停止锻炼让肌肉得到一定的休息、缓冲、愈合、消炎的时间和机会,避免继续加强锻炼,可能会导致肌肉撕裂,肌肉筋膜损伤,加重疼痛的程度,可能带来相对严重的后果。部分人健身是为了增长肌肉,对",Doc_train_0717_0320,train_0717,gold,1.0
Event_81076713db9b,加强锻炼,加重疼痛的程度,"肌肉已经达到了一定的强度限制,超过了基本承受能力","肌肉酸痛提示肌肉已经达到了一定的强度限制,超过了基本承受能力,建议停止锻炼让肌肉得到一定的休息、缓冲、愈合、消炎的时间和机会,避免继续加强锻炼,可能会导致肌肉撕裂,肌肉筋膜损伤,加重疼痛的程度,可能带来相对严重的后果。部分人健身是为了增长肌肉,对于无氧运动要增加",Doc_train_0717_0320,train_0717,gold,1.0
Event_010ec1502348,甲状腺内肿块的粘连,移动性减小,甲状腺腺体在吞咽的时候,"而不能推动,表面可以凹凸不平,有时甲状腺内的肿块可以互相融合形成团块,甲状腺腺体在吞咽的时候,因为甲状腺内肿块的粘连,可以导致移动性减小。当甲状腺癌侵及周围组织的时候,会导致患者出现声音嘶哑、呼吸困难、吞咽",Doc_train_0717_0333,train_0717,gold,1.0
Event_910c47267ad7,结核连累胸膜,"胸痛,胸痛随呼吸运动和咳嗽加重",肺结核,"肺结核是由结核杆菌感染引起的一种慢性传染病,大约80%的结核病发生在肺部。肺结核起病缓慢,病程长,大多数早期患者因为病灶微小,所以一般无典型的症状。部分患者表现为长期午后低热、盗汗、乏力、消瘦、虚弱,女性月经不调或闭经等,还有些患者会出现以下表现:1、咳嗽、咳痰,可以是轻微咳嗽、干咳或少量黏痰。2、咳血,多数患者少量咳血或者痰中带血。3、胸痛,结核连累胸膜时可表现为胸痛,胸痛随呼吸运动和咳嗽加重。4、呼吸困难。对于出现反复的咳嗽、咳痰、低热、盗汗,持续两周以上的患",Doc_train_0717_0335,train_0717,gold,1.0
Event_4009db0edede,组织下垂,感觉肚子下坠,没有肿瘤,"是否存在肿瘤,从器官周边有肿块长出,而且伴有下坠的感觉,十分不适。如果感觉肚子下坠但是没有肿瘤,说明是组织下垂。本病早期的表现是尿频,排便不净,存在便秘的感觉。有的时候需要通过排除",Doc_train_0717_0337,train_0717,gold,1.0
Event_afd79829dcb6,子宫下垂,尿频,早期,"子宫下垂和其他的疾病存在区别,患者会发现组织、器官从阴道脱落。晚上用水清洗时突然摸到肿块,或者走路时感觉阴道里有东西夹在当中,从而会主动就医。临床需要辨别脱垂是否为膀胱脱垂、子宫脱垂、直肠脱垂。有时候还会排除是否存在肿瘤,从器官周边有肿块长出,而且伴有下坠的感觉,十分不适。如果感觉肚子下坠但是没有肿瘤,说明是组织下垂。本病早期的表现是尿频,排便不净,存在便秘的感觉。有的时候需要通过排除其它器官的问题证明,但",Doc_train_0717_0337,train_0717,gold,1.0
Event_f2ed3a9ee136,子宫下垂,排便不净,早期,"子宫下垂和其他的疾病存在区别,患者会发现组织、器官从阴道脱落。晚上用水清洗时突然摸到肿块,或者走路时感觉阴道里有东西夹在当中,从而会主动就医。临床需要辨别脱垂是否为膀胱脱垂、子宫脱垂、直肠脱垂。有时候还会排除是否存在肿瘤,从器官周边有肿块长出,而且伴有下坠的感觉,十分不适。如果感觉肚子下坠但是没有肿瘤,说明是组织下垂。本病早期的表现是尿频,排便不净,存在便秘的感觉。有的时候需要通过排除其它器官的问题证明,但也有的患者",Doc_train_0717_0337,train_0717,gold,1.0
Event_1811a1057891,子宫下垂,便秘的感觉,早期,"子宫下垂和其他的疾病存在区别,患者会发现组织、器官从阴道脱落。晚上用水清洗时突然摸到肿块,或者走路时感觉阴道里有东西夹在当中,从而会主动就医。临床需要辨别脱垂是否为膀胱脱垂、子宫脱垂、直肠脱垂。有时候还会排除是否存在肿瘤,从器官周边有肿块长出,而且伴有下坠的感觉,十分不适。如果感觉肚子下坠但是没有肿瘤,说明是组织下垂。本病早期的表现是尿频,排便不净,存在便秘的感觉。有的时候需要通过排除其它器官的问题证明,但也有的患者能够自行初步鉴别",Doc_train_0717_0337,train_0717,gold,1.0
Event_a5a6af4a6bd5,宫颈有炎症或者是有息肉,阴道出血,怀孕,"理论上怀孕之后是不会再来月经的,因为卵子和精子结合之后,会抑制卵巢的排卵,就不会再有撤退性的出血了。但是在孕期有很多人怀着孕也有大姨妈来了,这种情况不正常,在早孕期间出血的人可能会有一半的机会有流产的风险。怀孕之后的出血是作为流产的先兆。怀孕之后阴道出血的原因,有的时候是来自于宫颈。比如宫颈有炎症或者是有息肉,可能就会有自发性的出血。有一些炎症的时候,妇科检查之后,触碰之后也会",Doc_train_0717_0342,train_0717,gold,1.0
Event_232067e0a254,妇科检查,出血,有一些炎症,"来月经的,因为卵子和精子结合之后,会抑制卵巢的排卵,就不会再有撤退性的出血了。但是在孕期有很多人怀着孕也有大姨妈来了,这种情况不正常,在早孕期间出血的人可能会有一半的机会有流产的风险。怀孕之后的出血是作为流产的先兆。怀孕之后阴道出血的原因,有的时候是来自于宫颈。比如宫颈有炎症或者是有息肉,可能就会有自发性的出血。有一些炎症的时候,妇科检查之后,触碰之后也会有出血叫接触性出血,但是大部分的出血还是来自于宫腔来",Doc_train_0717_0342,train_0717,gold,1.0
Event_96bafa8fcbb5,触碰之后,出血,有一些炎症,"来月经的,因为卵子和精子结合之后,会抑制卵巢的排卵,就不会再有撤退性的出血了。但是在孕期有很多人怀着孕也有大姨妈来了,这种情况不正常,在早孕期间出血的人可能会有一半的机会有流产的风险。怀孕之后的出血是作为流产的先兆。怀孕之后阴道出血的原因,有的时候是来自于宫颈。比如宫颈有炎症或者是有息肉,可能就会有自发性的出血。有一些炎症的时候,妇科检查之后,触碰之后也会有出血叫接触性出血,但是大部分的出血还是来自于宫腔来自于胚胎。如果",Doc_train_0717_0342,train_0717,gold,1.0
Event_d0d840e5b014,慢性乙肝患者,肝炎,剧烈运动,"以乱服用药物或者吃过多药物,本身会增加肝脏负担,所以避免不必要的药物是慢性乙肝患者需要注意的;3、运动方式问题,乙肝对人的运动要求是动静结合、以静为主,因为运动意味乳酸含量增加、代谢废物增加,其会增加肝脏负担,往往慢性乙肝患者在剧烈运动以后会诱发肝炎发作;所以乙肝患者需要特别注意避免剧烈运动、以静养为主;4、睡眠,乙肝",Doc_train_0717_0347,train_0717,gold,1.0
Event_d3c5e59659b4,废物越多,对肝脏的累及损伤越大,慢性肝脏负担存在的情况下,"活要求的提示如下:1、不能劳累,因为劳累意味着产生的代谢废物会增多,在慢性肝脏负担存在的情况下,废物越多,对肝脏的累及损伤越大;所以患者要注意休息,避免劳累;2、乙肝是生化场所,本身已经不堪负荷,",Doc_train_0717_0347,train_0717,gold,1.0
Event_a03532450768,春季结膜炎,眼睛红、痒难以忍受,春天,"表现,只有过敏性结膜炎会越揉越痒。过敏性结膜炎有较多种,最常见的一种即春季结膜炎,春季结膜炎通常发生于小男孩患者,到春天、夏天以后,眼睛红、痒难以忍受。其它结膜炎同样有该类情况,均是较常见的病。当环境里如果有较多花粉甚至",Doc_train_0717_0348,train_0717,gold,1.0
Event_10bffe2f5f7b,春季结膜炎,眼睛红、痒难以忍受,夏天,"表现,只有过敏性结膜炎会越揉越痒。过敏性结膜炎有较多种,最常见的一种即春季结膜炎,春季结膜炎通常发生于小男孩患者,到春天、夏天以后,眼睛红、痒难以忍受。其它结膜炎同样有该类情况,均是较常见的病。当环境里如果有较多花粉甚至",Doc_train_0717_0348,train_0717,gold,1.0
Event_2168ed8aef1f,枣核卡在喉咙部位无法下咽,喉咙水肿、出血,时间长了,"右如果没有出现不适症状,基本上没事了。事实上,误吞枣核最主要的风险,是枣核卡在喉咙部位无法下咽,不仅会造成患者咽喉部明显疼痛不适,时间长了还会导致喉咙水肿、出血,还有可能卡滞在食管狭窄部位,引起吞食困难等,此时需要及时就医急诊科,",Doc_train_0717_0350,train_0717,gold,1.0
Event_73e1a51a015c,枣核的两端相对尖锐,对食管造成划伤,吞咽,"食困难等,此时需要及时就医急诊科,在内镜的帮助下将枣核取出。此外,由于枣核的两端相对尖锐,在吞咽过程中还有可能对食管造成划伤,如果出现持续性的食道异常不适,甚至疼痛,也需要及时就医。不过,一般情",Doc_train_0717_0350,train_0717,gold,1.0
Event_0e96421e7a83,枣核卡在喉咙部位无法下咽,卡滞在食管狭窄部位,时间长了,"右如果没有出现不适症状,基本上没事了。事实上,误吞枣核最主要的风险,是枣核卡在喉咙部位无法下咽,不仅会造成患者咽喉部明显疼痛不适,时间长了还会导致喉咙水肿、出血,还有可能卡滞在食管狭窄部位,引起吞食困难等,此时需要及时就医急诊科,在内镜的帮助下将枣核取出。此",Doc_train_0717_0350,train_0717,gold,1.0
Event_6e5243f00392,"女性怀孕以后负担加重,需铁量增加",相对铁元素摄入不足,"通过平常食物获取,由于铁需求量增加","孕妇出现缺铁性贫血在临床上相对比较常见,因为女性怀孕以后负担加重,需铁量增加,如果还是通过平常食物获取,由于铁需求量增加,就会出现相对铁元素摄入不足,进而会导致缺铁性贫血。对于缺铁性贫血的孕妇,主要以食补为主,多食富含",Doc_train_0717_0356,train_0717,gold,1.0
Event_fc079b996bca,气道的高反应,咳嗽,过敏性疾病病人,"气管里痒、忍不住想咳嗽,考虑可能是肺炎。肺炎的病人不仅有咳嗽症状,有的病人还可以出现发热、咳嗽、咳痰、咳血,甚至呼吸困难等呼吸道症状,此外一些细菌或者病毒感染引起的急性上呼吸道感染,以及急性支气管炎等,也可以出现咳嗽的症状。另外一些过敏性疾病病人如果出现了气道的高反应,也可以出现咳嗽的症状。因此临床上可以通过肺部ct的检查,来确诊病人是",Doc_train_0717_0361,train_0717,gold,1.0
Event_3dc163cfef69,进食小儿七星茶,胃肠功能紊乱,"六个月以下的孩子由于胃肠功能还没有完全发育成熟,消化功能比较薄弱","儿七星茶主要的成分包括有薏苡仁、稻芽、山楂、淡竹叶、钩藤、蝉蜕、甘草,六个月以下的孩子由于胃肠功能还没有完全发育成熟,消化功能比较薄弱,这时进食小儿七星茶有可能导致出现胃肠功能紊乱的症状,所以小儿七星茶建议六个月以上的宝宝口服。服用小儿七星茶期间不能",Doc_train_0717_0365,train_0717,gold,1.0
Event_bc5bdb0a42ea,睡觉的时候腿部露在外面,肌肉的痉挛,冬天的夜里室温比较低,"出现肌肉痉挛、抽搐:1、可能是寒冷的刺激,比如冬天的夜里室温比较低,睡觉的时候腿部露在外面,可以出现肌肉的痉挛。2、可能是由于睡眠休息不足,因疲劳导致的肌肉痉挛,可能是由于局部的酸",Doc_train_0717_0370,train_0717,gold,1.0
Event_509634f949f6,急剧的运动,肌肉痉挛,躺下或睡觉的时候,"出现肌肉痉挛、抽搐:1、可能是寒冷的刺激,比如冬天的夜里室温比较低,睡觉的时候腿部露在外面,可以出现肌肉的痉挛。2、可能是由于睡眠休息不足,因疲劳导致的肌肉痉挛,可能是由于局部的酸性代谢产物堆积引起肌肉痉挛,比如走路或者运动时间过长以后下肢出现过度的疲劳,或者睡眠都不足的时候导致乳酸堆积,代谢减慢,造成肌肉痉挛的症状出现。3、可能是由于腓肠肌的痉挛导致的出现肌肉痉挛,主要是由于急剧的运动、工作疲劳以及胫骨的剧烈扭动引起,常常在躺下或睡觉的时候出现。4、比较常见的是因为全身性的原因导致,比如癫痫、高热、破伤风、缺",Doc_train_0717_0370,train_0717,gold,1.0
Event_218ddd5d5a70,工作疲劳,肌肉痉挛,躺下或睡觉的时候,"出现肌肉痉挛、抽搐:1、可能是寒冷的刺激,比如冬天的夜里室温比较低,睡觉的时候腿部露在外面,可以出现肌肉的痉挛。2、可能是由于睡眠休息不足,因疲劳导致的肌肉痉挛,可能是由于局部的酸性代谢产物堆积引起肌肉痉挛,比如走路或者运动时间过长以后下肢出现过度的疲劳,或者睡眠都不足的时候导致乳酸堆积,代谢减慢,造成肌肉痉挛的症状出现。3、可能是由于腓肠肌的痉挛导致的出现肌肉痉挛,主要是由于急剧的运动、工作疲劳以及胫骨的剧烈扭动引起,常常在躺下或睡觉的时候出现。4、比较常见的是因为全身性的原因导致,比如癫痫、高热、破伤风、缺",Doc_train_0717_0370,train_0717,gold,1.0
Event_09d3f18cf708,胫骨的剧烈扭动,肌肉痉挛,躺下或睡觉的时候,"出现肌肉痉挛、抽搐:1、可能是寒冷的刺激,比如冬天的夜里室温比较低,睡觉的时候腿部露在外面,可以出现肌肉的痉挛。2、可能是由于睡眠休息不足,因疲劳导致的肌肉痉挛,可能是由于局部的酸性代谢产物堆积引起肌肉痉挛,比如走路或者运动时间过长以后下肢出现过度的疲劳,或者睡眠都不足的时候导致乳酸堆积,代谢减慢,造成肌肉痉挛的症状出现。3、可能是由于腓肠肌的痉挛导致的出现肌肉痉挛,主要是由于急剧的运动、工作疲劳以及胫骨的剧烈扭动引起,常常在躺下或睡觉的时候出现。4、比较常见的是因为全身性的原因导致,比如癫痫、高热、破伤风、缺",Doc_train_0717_0370,train_0717,gold,1.0
Event_e10c064a0f3d,肌张力增高较明显处使用电针,肌张力进一步增高,原本存在肌张力增高疾病,"普通手法可进行补泻,此效果更加理想;2、具有电刺激:易引起肌肉紧张,若原本存在肌张力增高疾病,如中风偏瘫后肌张力增高,若于肌张力增高较明显处使用电针,可能使肌张力进一步增高。",Doc_train_0717_0371,train_0717,gold,1.0
Event_c879119ce8af,急性支气管炎,慢性支气管炎,没有及时治疗,"长期咳白痰主要考虑是由于慢性支气管炎引起,这是一种气管支气管和周围组织的慢性非特异性炎症,在临床上主要是以咳嗽、咳痰为主。每年持续发病三个月以上,往往会连续两年或者是两年以上。经常吸烟,反复发作,有急性支气管炎没有及时治疗,或者是身体的抵抗能力比较低、经常接触刺激性的东西都会引起,中老年人发",Doc_train_0717_0372,train_0717,gold,1.0
Event_54358031d569,上火,牙齿产生疼痛,牙齿有疾病隐患存在,"如果口腔内某些牙齿有疾病隐患存在,上火时就会使牙齿产生疼痛。当人上火时自身免疫力会有所降低,如果患者口内有某些牙齿的隐患,就会通",Doc_train_0717_0374,train_0717,gold,1.0
Event_e7c8208368a6,口内有某些牙齿的隐患,牙齿的疼痛,急性发作,"在,上火时就会使牙齿产生疼痛。当人上火时自身免疫力会有所降低,如果患者口内有某些牙齿的隐患,就会通过急性发作体现出来,出现牙齿的疼痛症状。例如口内有慢性牙髓炎或慢性根尖周炎时,在平时不上火时患牙不会有明",Doc_train_0717_0374,train_0717,gold,1.0
Event_85a526f2927c,上火,智齿冠周炎,阻生智齿的年轻人群,"如果口腔内某些牙齿有疾病隐患存在,上火时就会使牙齿产生疼痛。当人上火时自身免疫力会有所降低,如果患者口内有某些牙齿的隐患,就会通过急性发作体现出来,出现牙齿的疼痛症状。例如口内有慢性牙髓炎或慢性根尖周炎时,在平时不上火时患牙不会有明显的自发痛,慢性牙髓炎可有轻微的冷热刺激痛,慢性根尖周炎则表示为咬合不适。但是上火时就会急性发作,可以出现自发痛,常比较剧烈,可以带着头痛、牙齿不敢咬合等。上火时还容易急性发作的是慢性牙周炎患牙,当患者抵抗力低下时可以出现急性牙周脓肿,表现为牙齿松动、咬合痛、牙龈肿胀、化脓,许多口内有阻生智齿的年轻人群在上火时会出现智齿冠周炎,表现为周围牙龈肿痛,严重者可出现化脓以及张口受限。",Doc_train_0717_0374,train_0717,gold,1.0
Event_1649e2a4e1c3,急性胃炎,全身中毒症状,细菌感染者,"律,作息不规律的人群尤为高发,是最常见的消化系统疾病之一。根据病程可分急性胃炎和慢性胃炎:1.急性胃炎发病急骤,轻者仅有食欲不振、腹痛、恶心、呕吐;严重者可出现呕血、黑便、脱水、电解质及酸碱平衡紊乱,有细菌感染者常伴有全身中毒症状;2.慢性胃炎缺乏特异性症状,症状的轻重与胃黏膜的病变程度并非一致。大",Doc_train_0717_0380,train_0717,gold,1.0
Event_902d3340e883,心肌的持续性改变,心脏增大,长期的冠心病,"心脏增大一般是在胸片和心脏彩超上能观察到,主要是在胸片上可以发现心胸比超过0.5,或者是在心脏彩超上发现左室或者是全心的扩大。出现心脏增大的原因比较多,像扩张型心肌病、缺血性心肌病是最常见的,其它的像一些长期的冠心病或者是肺心病以及先天性心脏疾病,在后期也会出现由于心肌的持续性改变而导致的心脏增大。对于出现心脏增大的人群一定要明确病因,主要是根据病因",Doc_train_0717_0386,train_0717,gold,1.0
Event_bad40305bb8f,心肌的持续性改变,心脏增大,肺心病,"心脏增大一般是在胸片和心脏彩超上能观察到,主要是在胸片上可以发现心胸比超过0.5,或者是在心脏彩超上发现左室或者是全心的扩大。出现心脏增大的原因比较多,像扩张型心肌病、缺血性心肌病是最常见的,其它的像一些长期的冠心病或者是肺心病以及先天性心脏疾病,在后期也会出现由于心肌的持续性改变而导致的心脏增大。对于出现心脏增大的人群一定要明确病因,主要是根据病因",Doc_train_0717_0386,train_0717,gold,1.0
Event_25466d1f54a0,心肌的持续性改变,心脏增大,先天性心脏疾病,"心脏增大一般是在胸片和心脏彩超上能观察到,主要是在胸片上可以发现心胸比超过0.5,或者是在心脏彩超上发现左室或者是全心的扩大。出现心脏增大的原因比较多,像扩张型心肌病、缺血性心肌病是最常见的,其它的像一些长期的冠心病或者是肺心病以及先天性心脏疾病,在后期也会出现由于心肌的持续性改变而导致的心脏增大。对于出现心脏增大的人群一定要明确病因,主要是根据病因",Doc_train_0717_0386,train_0717,gold,1.0
Event_8f2c177d695e,吃完饭后食物在消化,刺激胃酸分泌过多,消化系统中存在有胃溃疡,"程中会对胃壁造成刺激,还会产生大量气体,就会出现饭后恶心的感觉,部分人消化系统中存在有胃溃疡现象,吃完饭后食物在消化时会刺激胃酸分泌过多。胃酸在接触溃疡面时就会造成刺激感,导致胃的痉挛、收缩,不仅会出现疼痛",Doc_train_0717_0387,train_0717,gold,1.0
Event_d2883e55ea49,食物不能经过幽门排出会在胃内滞留,恶心感,大量摄入食物后,"胃的痉挛、收缩,不仅会出现疼痛,部分人会伴有恶心。出现幽门梗阻时,由于食物不能经过幽门排出会在胃内滞留,尤其是大量摄入食物后,人体就会出现恶心感。女性在怀孕时雌激素和雌激素分泌过高,会对肠胃系统造成影响而引起恶心、",Doc_train_0717_0387,train_0717,gold,1.0
Event_616f514dd372,不规律服用降压药物,血压波动比较大,高血压病的患者,"如果经常出现头晕的症状,如果伴有头胀,要考虑是血压过高引起的,一般见于高血压病的患者不规律服用降压药物,血压波动比较大,容易出现偶尔头晕的症状;3、患者偶尔突然脑袋晕,要考虑是大脑动脉硬化",Doc_train_0717_0389,train_0717,gold,1.0
Event_304513dff896,肺结核病人,阴虚内热,桂圆,"香蕉、西瓜、火龙果等,最适宜肺结核患者食用。不过有一些热性的水果,比如桂圆、荔枝、樱桃、山楂、芒果,吃了会使肺结核病人阴虚内热,也就是俗称的上火,有可能会导致加重病情,所以这些水果应尽量少吃。肺结",Doc_train_0717_0392,train_0717,gold,1.0
Event_fc3a06852233,肺结核病人,阴虚内热,荔枝,"西瓜、火龙果等,最适宜肺结核患者食用。不过有一些热性的水果,比如桂圆、荔枝、樱桃、山楂、芒果,吃了会使肺结核病人阴虚内热,也就是俗称的上火,有可能会导致加重病情,所以这些水果应尽量少吃。肺结",Doc_train_0717_0392,train_0717,gold,1.0
Event_35f369f08a86,肺结核病人,阴虚内热,樱桃,"火龙果等,最适宜肺结核患者食用。不过有一些热性的水果,比如桂圆、荔枝、樱桃、山楂、芒果,吃了会使肺结核病人阴虚内热,也就是俗称的上火,有可能会导致加重病情,所以这些水果应尽量少吃。肺结",Doc_train_0717_0392,train_0717,gold,1.0
Event_f294cf3adfdb,肺结核病人,阴虚内热,山楂,"等,最适宜肺结核患者食用。不过有一些热性的水果,比如桂圆、荔枝、樱桃、山楂、芒果,吃了会使肺结核病人阴虚内热,也就是俗称的上火,有可能会导致加重病情,所以这些水果应尽量少吃。肺结",Doc_train_0717_0392,train_0717,gold,1.0
Event_4150166fbd43,肺结核病人,阴虚内热,芒果,"适宜肺结核患者食用。不过有一些热性的水果,比如桂圆、荔枝、樱桃、山楂、芒果,吃了会使肺结核病人阴虚内热,也就是俗称的上火,有可能会导致加重病情,所以这些水果应尽量少吃。肺结",Doc_train_0717_0392,train_0717,gold,1.0
Event_b6abc2d91bcf,拿空心掌腰部敲一敲,敲后会自觉舒服,腰肌劳损,"腰肌劳损其实是一个很宽泛的概念,医学上叫腰背肌筋膜炎。在我们工作生活中如果一个姿势时间特别长,如常久站久坐,又特别现在的社会大家都有ipad、手机的时代,有时一个姿势时间很长,但腰肌不喜欢一个姿势时间长,喜欢肌肉纤维忽长忽短的变化,维持很长时间腰部的肌肉就会受到劳损。表现为腰部的酸、胀、不适。而腰肌劳损的特点是自觉腰很难受,但跑跑步、走走路,出出汗,会发现腰痛会好转,这是一个特点。第二个特点,拿空心掌腰部敲一敲,如果是腰肌劳损的患者,敲后会自觉舒服,这是一个特有的特点,敲后更舒服,如果是椎间盘突出则越敲越疼,这是两者",Doc_train_0717_0395,train_0717,gold,1.0
Event_f5ca549331b5,拿空心掌腰部敲一敲,越敲越疼,椎间盘突出,"但跑跑步、走走路,出出汗,会发现腰痛会好转,这是一个特点。第二个特点,拿空心掌腰部敲一敲,如果是腰肌劳损的患者,敲后会自觉舒服,这是一个特有的特点,敲后更舒服,如果是椎间盘突出则越敲越疼,这是两者的鉴别点,所以腰肌劳损有两个特点。即姿势,久坐久站或一个姿势",Doc_train_0717_0395,train_0717,gold,1.0
Event_d0799c6aeb0c,不经积极治疗,影响症状表现由头皮发展为躯干,头皮银屑病的患者,"头皮的红斑、鳞屑等。其与脂溢性皮炎、头癣类似,应进行鉴别诊断。另外,若头皮银屑病的患者不经积极治疗或治疗过度,可影响症状表现由头皮发展为躯干,导致从寻常型银屑病演变为特殊类型的银屑病。因此,患者应在医生指导下进",Doc_train_0717_0401,train_0717,gold,1.0
Event_527b1da9538b,治疗过度,影响症状表现由头皮发展为躯干,头皮银屑病的患者,"头皮的红斑、鳞屑等。其与脂溢性皮炎、头癣类似,应进行鉴别诊断。另外,若头皮银屑病的患者不经积极治疗或治疗过度,可影响症状表现由头皮发展为躯干,导致从寻常型银屑病演变为特殊类型的银屑病。因此,患者应在医生指导下进",Doc_train_0717_0401,train_0717,gold,1.0
Event_2c595bdd2cf3,孩子水喝的少,肠蠕动比较弱,婴儿活动量比较少,"婴儿攒肚子的主要原因如下:1、婴儿胃肠蠕动比较慢,因为婴儿活动量比较少,大多数都处于卧床的状态。如果孩子水喝的少,会导致肠蠕动比较弱,会出现攒肚子的情况。2、婴儿添加辅食后如果辅食添加的不好,比如蔬菜或",Doc_train_0717_0404,train_0717,gold,1.0
Event_470a3cba56d5,多囊肝,无法行走及下蹲,未积极治疗,"多囊肝是一种常染色体显性遗传病。在影像学检查中,可发现肝脏多发囊肿,通常囊肿超过20个。病程早期多无症状,当肝功出现异常或患者出现腹胀等症状时,需要积极治疗,以免耽误最佳治疗时机,而不得不做肝移植。定期腹腔镜下肝囊肿开窗,可以获得满意疗效。案例分享:今年刚过春节,一名年过6旬的老人被家人用轮椅推来我院就诊。老人家发现多囊肝已30余年,10年前已开始出现腹胀,但未积极治疗。病情逐渐进展,现在已经无法行走及下蹲。胃被囊肿压迫,食量也明显减少。目前肝功能已经出现异常,多家医院就诊,",Doc_train_0717_0406,train_0717,gold,1.0
Event_036a8cebe66f,消化不良,肠蠕动加快,患有慢性胃炎,"作繁忙不容易被发现。有时候晚上吃东西少或者没有吃晚餐,半夜因为饥饿引起肠蠕动加快,也容易出现肚子咕咕响的声音,都是属于正常生理现象,不需要处理。有时候由于工作压力大、精神紧张等因素,也容易引起肠蠕动加快,出现肚子咕咕叫现象。有些人由于本身患有慢性胃炎,消化不良,也会出现肠蠕动加快,引起肚子咕咕叫,如果出现腹泻等症状,需要遵医嘱使",Doc_train_0717_0409,train_0717,gold,1.0
Event_34655160e078,肛门分泌物以及月经血的刺激,外阴炎,没有注意皮肤的清洁,"女性晚上出现外阴瘙痒症状,考虑是阴道炎或者外阴炎所引起的疾病,由于女性外阴与肛门和尿道的距离较近,容易受到肛门分泌物以及月经血的刺激。如果没有注意皮肤的清洁,会引起外阴炎,严重时外阴红肿、疼痛,有红疱疹出现,应该及时进行治疗,",Doc_train_0717_0413,train_0717,gold,1.0
Event_fedbb05d3c2d,"吃东西时下巴向前伸,通过上下牙床对合咬食物",下巴习惯性前伸,全口没有牙齿后很长时间都没有装牙,"用力把假牙和黏膜之间多余唾液挤出来,使假牙与口腔黏膜贴合紧密。有的患者全口没有牙齿后很长时间都没有装牙,吃东西时下巴向前伸,通过上下牙床对合咬食物,造成下巴习惯性前伸,患者适应期会比较长,需要在医生指导下慢慢耐心练习,纠正不良咬合习惯。",Doc_train_0717_0415,train_0717,gold,1.0
Event_94cab58c5835,用力咀嚼,牙床疼痛,戴用全口假牙,"适应后,患者可以先吃软和小块食物,再逐渐过渡到正常饮食。值得注意的是,戴用全口假牙也不是所有食物都能随心所欲享用,多数患者会觉得咬不碎富含纤维的蔬菜和瘦肉,用力咀嚼时还会出现牙床疼痛。这是因为全口假牙为了义齿稳定,同时保护牙槽骨不受过大咬合力作用,减少",Doc_train_0717_0415,train_0717,gold,1.0
Event_c0a210975c30,心血管疾病,心窝疼痛,老年患者,"如果患者目前存在心窝疼痛,考虑可能是由于心绞痛发作所引起的,还有也有可能是由于胃溃疡或者是十二指肠溃疡,也会出现类似的不舒服症状,尤其对于老年患者,一定要先排除是否是心血管疾病所引发。一些患者也不排除是由于肥厚梗阻性心肌病,或者是主动脉瓣狭窄所引",Doc_train_0717_0416,train_0717,gold,1.0
Event_49992e6d6bee,隐球菌,肺内感染,抵抗力低下的患者,"隐球菌肺炎主要是由于新型隐球菌,引起的一种急性肺部机会性肺部感染,常伴有咳嗽、咳痰、胸痛、发热、呼吸困难、全身乏力和咯血等症状。隐球菌肺炎ct常表现为肺部有高密度阴影或孤立性肿块,隐球菌肺炎主要是通过呼吸道感染和传播。若抵抗力低下的患者,吸入隐球菌后会很容易引起肺内感染,进而引发隐球菌肺炎。患者可以选择药物治疗,根据医嘱服用β-内酰胺类的",Doc_train_0717_0420,train_0717,gold,1.0
Event_ae40ff68f3b8,吃辛辣、油腻、冰冷的食物,"排卵期出血较为严重,时间也较长",排卵期的前后,"%安全。对于不想妊娠的女性,也要做好避孕措施,比如避孕套工具避孕等等。排卵期的前后,在饮食上应注意不要吃辛辣、油腻、冰冷的食物,以免导致排卵期出血较为严重,时间也较长。如果出现排卵期小腹疼痛,可以热敷。同时也要保持心情平稳,还需要注意保",Doc_train_0717_0426,train_0717,gold,1.0
Event_9a8654db98c3,呼吸性的碱中毒,年轻人出现手脸发麻,"情绪激动大哭以后,过度换气","年轻人出现手脸发麻,如果是在情绪激动大哭以后,过度换气之后出现的,考虑是呼吸性的碱中毒引起的,不用太过紧张,平静情绪,不过度的喘气以后,平静呼吸,手脸发麻的",Doc_train_0717_0429,train_0717,gold,1.0
Event_a234e46d71b4,急性的脑血管病,单侧的手还有脸发麻,年轻人,"年轻人出现手脸发麻,如果是在情绪激动大哭以后,过度换气之后出现的,考虑是呼吸性的碱中毒引起的,不用太过紧张,平静情绪,不过度的喘气以后,平静呼吸,手脸发麻的症状是可以逐步缓解的,而年轻人如果是单侧的手还有脸发麻,那要考虑到是急性的脑血管病引起的。虽然说年轻人脑血管的危险因素不足,但是也有因为血管先天狭窄,导",Doc_train_0717_0429,train_0717,gold,1.0
